id,station_name,line_number,congestion_level,passenger_count,timestamp,date,hour,minute,day_of_week,day_name,is_weekend,time_period,is_rush_hour,congestion_status,congestion_grade,rolling_mean,rolling_std,prev_congestion,congestion_change,z_score,is_anomaly
6841,강남역,2,9.61,32,2025-11-11 11:40:55.197672,2025-11-11,11,40,1,Tuesday,False,평시,False,LOW,1,44.81,29.43,40.46,-30.85,-1.452,False
2607,강남역,2,19.71,64,2025-11-11 15:30:55.197672,2025-11-11,15,30,1,Tuesday,False,평시,False,LOW,1,30.53,15.26,9.61,10.1,-1.043,False
6675,강남역,2,7.95,21,2025-11-11 15:46:55.197672,2025-11-11,15,46,1,Tuesday,False,평시,False,LOW,1,22.93,15.13,19.71,-11.76,-1.519,False
7208,강남역,2,16.34,52,2025-11-11 16:49:55.197672,2025-11-11,16,49,1,Tuesday,False,평시,False,LOW,1,18.81,13.02,7.95,8.39,-1.18,False
8851,강남역,2,37.73,114,2025-11-11 18:53:55.197672,2025-11-11,18,53,1,Tuesday,False,퇴근,True,MEDIUM,2,18.27,11.9,16.34,21.39,-0.313,False
3812,강남역,2,48.84,165,2025-11-11 18:56:55.197672,2025-11-11,18,56,1,Tuesday,False,퇴근,True,MEDIUM,2,26.11,16.72,37.73,11.11,0.137,False
1677,강남역,2,53.2,156,2025-11-11 19:54:55.197672,2025-11-11,19,54,1,Tuesday,False,퇴근,True,HIGH,3,32.81,19.91,48.84,4.36,0.314,False
8068,강남역,2,76.29,248,2025-11-11 21:52:55.197672,2025-11-11,21,52,1,Tuesday,False,평시,False,VERY_HIGH,4,46.48,21.93,53.2,23.09,1.249,False
79,강남역,2,97.31,323,2025-11-11 23:00:55.197672,2025-11-11,23,0,1,Tuesday,False,평시,False,VERY_HIGH,4,62.67,23.92,76.29,21.02,2.101,True
8326,강남역,2,38.47,107,2025-11-11 23:58:55.197672,2025-11-11,23,58,1,Tuesday,False,평시,False,MEDIUM,2,62.82,23.73,97.31,-58.84,-0.283,False
1020,강남역,2,58.91,157,2025-11-12 01:40:55.197672,2025-11-12,1,40,2,Wednesday,False,심야,False,HIGH,3,64.84,22.65,38.47,20.44,0.545,False
1835,강남역,2,57.82,171,2025-11-12 01:55:55.197672,2025-11-12,1,55,2,Wednesday,False,심야,False,HIGH,3,65.76,22.14,58.91,-1.09,0.501,False
6378,강남역,2,55.21,192,2025-11-12 04:07:55.197672,2025-11-12,4,7,2,Wednesday,False,심야,False,HIGH,3,61.54,21.64,57.82,-2.61,0.395,False
9078,강남역,2,79.54,214,2025-11-12 08:00:55.197672,2025-11-12,8,0,2,Wednesday,False,출근,True,VERY_HIGH,4,57.99,14.61,55.21,24.33,1.381,False
2673,강남역,2,50.23,142,2025-11-12 10:17:55.197672,2025-11-12,10,17,2,Wednesday,False,평시,False,HIGH,3,60.34,11.24,79.54,-29.31,0.194,False
9274,강남역,2,7.83,21,2025-11-12 11:30:55.197672,2025-11-12,11,30,2,Wednesday,False,평시,False,LOW,1,50.13,26.17,50.23,-42.4,-1.524,False
2092,강남역,2,15.88,54,2025-11-12 11:32:55.197672,2025-11-12,11,32,2,Wednesday,False,평시,False,LOW,1,41.74,29.58,7.83,8.05,-1.198,False
8671,강남역,2,7.05,21,2025-11-12 11:48:55.197672,2025-11-12,11,48,2,Wednesday,False,평시,False,LOW,1,32.11,31.85,15.88,-8.83,-1.556,False
5336,강남역,2,6.33,21,2025-11-12 15:24:55.197672,2025-11-12,15,24,2,Wednesday,False,평시,False,LOW,1,17.46,18.72,7.05,-0.72,-1.585,False
3302,강남역,2,49.21,132,2025-11-12 17:14:55.197672,2025-11-12,17,14,2,Wednesday,False,평시,False,MEDIUM,2,17.26,18.27,6.33,42.88,0.152,False
6169,강남역,2,55.48,185,2025-11-12 18:44:55.197672,2025-11-12,18,44,2,Wednesday,False,퇴근,True,HIGH,3,26.79,23.73,49.21,6.27,0.406,False
3876,강남역,2,62.86,196,2025-11-12 18:50:55.197672,2025-11-12,18,50,2,Wednesday,False,퇴근,True,HIGH,3,36.19,27.36,55.48,7.38,0.705,False
9430,강남역,2,54.98,141,2025-11-12 19:43:55.197672,2025-11-12,19,43,2,Wednesday,False,퇴근,True,HIGH,3,45.77,22.58,62.86,-7.88,0.386,False
5375,강남역,2,72.32,223,2025-11-12 22:08:55.197672,2025-11-12,22,8,2,Wednesday,False,평시,False,VERY_HIGH,4,58.97,8.9,54.98,17.34,1.089,False
7356,강남역,2,57.21,163,2025-11-13 01:39:55.197672,2025-11-13,1,39,3,Thursday,False,심야,False,HIGH,3,60.57,7.28,72.32,-15.11,0.476,False
9740,강남역,2,60.93,209,2025-11-13 03:17:55.197672,2025-11-13,3,17,3,Thursday,False,심야,False,HIGH,3,61.66,6.71,57.21,3.72,0.627,False
9542,강남역,2,58.85,192,2025-11-13 05:51:55.197672,2025-11-13,5,51,3,Thursday,False,심야,False,HIGH,3,60.86,6.77,60.93,-2.08,0.543,False
6006,강남역,2,100.0,281,2025-11-13 08:31:55.197672,2025-11-13,8,31,3,Thursday,False,출근,True,VERY_HIGH,4,69.86,17.86,58.85,41.15,2.21,True
2698,강남역,2,51.79,149,2025-11-13 10:07:55.197672,2025-11-13,10,7,3,Thursday,False,평시,False,HIGH,3,65.76,19.44,100.0,-48.21,0.257,False
276,강남역,2,21.41,69,2025-11-13 11:41:55.197672,2025-11-13,11,41,3,Thursday,False,평시,False,LOW,1,58.6,28.06,51.79,-30.38,-0.974,False
304,강남역,2,10.04,32,2025-11-13 12:51:55.197672,2025-11-13,12,51,3,Thursday,False,점심,False,LOW,1,48.42,35.3,21.41,-11.37,-1.435,False
5300,강남역,2,21.76,59,2025-11-13 12:54:55.197672,2025-11-13,12,54,3,Thursday,False,점심,False,LOW,1,41.0,36.43,10.04,11.72,-0.96,False
9507,강남역,2,7.0,23,2025-11-13 13:24:55.197672,2025-11-13,13,24,3,Thursday,False,점심,False,LOW,1,22.4,17.71,21.76,-14.76,-1.558,False
5604,강남역,2,7.88,23,2025-11-13 14:39:55.197672,2025-11-13,14,39,3,Thursday,False,평시,False,LOW,1,13.62,7.36,7.0,0.88,-1.522,False
8428,강남역,2,17.9,57,2025-11-13 15:50:55.197672,2025-11-13,15,50,3,Thursday,False,평시,False,LOW,1,12.92,6.55,7.88,10.02,-1.116,False
6911,강남역,2,13.47,45,2025-11-13 16:13:55.197672,2025-11-13,16,13,3,Thursday,False,평시,False,LOW,1,13.6,6.35,17.9,-4.43,-1.296,False
6912,강남역,2,40.13,130,2025-11-13 17:38:55.197672,2025-11-13,17,38,3,Thursday,False,평시,False,MEDIUM,2,17.28,13.52,13.47,26.66,-0.216,False
1471,강남역,2,52.04,145,2025-11-13 18:01:55.197672,2025-11-13,18,1,3,Thursday,False,퇴근,True,HIGH,3,26.28,18.9,40.13,11.91,0.267,False
3676,강남역,2,52.0,149,2025-11-13 19:09:55.197672,2025-11-13,19,9,3,Thursday,False,퇴근,True,HIGH,3,35.11,18.45,52.04,-0.04,0.265,False
9428,강남역,2,47.59,119,2025-11-13 23:38:55.197672,2025-11-13,23,38,3,Thursday,False,평시,False,MEDIUM,2,41.05,16.16,52.0,-4.41,0.087,False
709,강남역,2,46.41,127,2025-11-14 00:12:55.197672,2025-11-14,0,12,4,Friday,False,심야,False,MEDIUM,2,47.63,4.91,47.59,-1.18,0.039,False
8474,강남역,2,62.9,160,2025-11-14 01:39:55.197672,2025-11-14,1,39,4,Friday,False,심야,False,HIGH,3,52.19,6.51,46.41,16.49,0.707,False
890,강남역,2,40.55,111,2025-11-14 02:56:55.197672,2025-11-14,2,56,4,Friday,False,심야,False,MEDIUM,2,49.89,8.34,62.9,-22.35,-0.199,False
3253,강남역,2,55.77,144,2025-11-14 05:46:55.197672,2025-11-14,5,46,4,Friday,False,심야,False,HIGH,3,50.64,8.74,40.55,15.22,0.418,False
6294,강남역,2,92.64,319,2025-11-14 09:30:55.197672,2025-11-14,9,30,4,Friday,False,출근,True,VERY_HIGH,4,59.65,20.34,55.77,36.87,1.912,False
4794,강남역,2,20.77,68,2025-11-14 13:41:55.197672,2025-11-14,13,41,4,Friday,False,점심,False,LOW,1,54.53,26.74,92.64,-71.87,-1.0,False
835,강남역,2,8.13,27,2025-11-14 16:09:55.197672,2025-11-14,16,9,4,Friday,False,평시,False,LOW,1,43.57,32.95,20.77,-12.64,-1.512,False
7288,강남역,2,21.93,55,2025-11-14 16:45:55.197672,2025-11-14,16,45,4,Friday,False,평시,False,LOW,1,39.85,34.39,8.13,13.8,-0.953,False
4549,강남역,2,7.9,20,2025-11-14 16:58:55.197672,2025-11-14,16,58,4,Friday,False,평시,False,LOW,1,30.27,35.5,21.93,-14.03,-1.521,False
2926,강남역,2,46.96,137,2025-11-14 17:08:55.197672,2025-11-14,17,8,4,Friday,False,평시,False,MEDIUM,2,21.14,15.91,7.9,39.06,0.061,False
8371,강남역,2,44.48,121,2025-11-14 17:19:55.197672,2025-11-14,17,19,4,Friday,False,평시,False,MEDIUM,2,25.88,19.0,46.96,-2.48,-0.039,False
1546,강남역,2,38.88,107,2025-11-14 17:53:55.197672,2025-11-14,17,53,4,Friday,False,평시,False,MEDIUM,2,32.03,16.65,44.48,-5.6,-0.266,False
5914,강남역,2,36.84,115,2025-11-14 18:31:55.197672,2025-11-14,18,31,4,Friday,False,퇴근,True,MEDIUM,2,35.01,15.7,38.88,-2.04,-0.349,False
7857,강남역,2,48.93,136,2025-11-14 18:55:55.197672,2025-11-14,18,55,4,Friday,False,퇴근,True,MEDIUM,2,43.22,5.19,36.84,12.09,0.141,False
9773,강남역,2,77.95,218,2025-11-14 20:25:55.197672,2025-11-14,20,25,4,Friday,False,퇴근,True,VERY_HIGH,4,49.42,16.64,48.93,29.02,1.317,False
6766,강남역,2,79.57,207,2025-11-14 20:36:55.197672,2025-11-14,20,36,4,Friday,False,퇴근,True,VERY_HIGH,4,56.43,20.9,77.95,1.62,1.382,False
9583,강남역,2,81.49,259,2025-11-14 21:00:55.197672,2025-11-14,21,0,4,Friday,False,평시,False,VERY_HIGH,4,64.96,20.63,79.57,1.92,1.46,False
7846,강남역,2,99.35,345,2025-11-14 21:02:55.197672,2025-11-14,21,2,4,Friday,False,평시,False,VERY_HIGH,4,77.46,18.13,81.49,17.86,2.184,True
2987,강남역,2,100.0,250,2025-11-14 21:15:55.197672,2025-11-14,21,15,4,Friday,False,평시,False,VERY_HIGH,4,87.67,11.03,99.35,0.65,2.21,True
1301,강남역,2,37.39,94,2025-11-15 00:01:55.197672,2025-11-15,0,1,5,Saturday,True,심야,False,MEDIUM,2,79.56,25.45,100.0,-62.61,-0.327,False
7904,강남역,2,60.05,151,2025-11-15 00:40:55.197672,2025-11-15,0,40,5,Saturday,True,심야,False,HIGH,3,75.66,26.91,37.39,22.66,0.591,False
8563,강남역,2,54.98,166,2025-11-15 04:47:55.197672,2025-11-15,4,47,5,Saturday,True,심야,False,HIGH,3,70.35,28.06,60.05,-5.07,0.386,False
3148,강남역,2,58.04,175,2025-11-15 05:15:55.197672,2025-11-15,5,15,5,Saturday,True,심야,False,HIGH,3,62.09,23.01,54.98,3.06,0.51,False
1535,강남역,2,86.92,258,2025-11-15 09:29:55.197672,2025-11-15,9,29,5,Saturday,True,출근,True,VERY_HIGH,4,59.48,17.77,58.04,28.88,1.68,False
7927,강남역,2,96.23,269,2025-11-15 09:44:55.197672,2025-11-15,9,44,5,Saturday,True,출근,True,VERY_HIGH,4,71.24,18.94,86.92,9.31,2.057,True
8659,강남역,2,91.51,290,2025-11-15 09:46:55.197672,2025-11-15,9,46,5,Saturday,True,출근,True,VERY_HIGH,4,77.54,19.5,96.23,-4.72,1.866,False
1742,강남역,2,34.57,101,2025-11-15 10:34:55.197672,2025-11-15,10,34,5,Saturday,True,평시,False,MEDIUM,2,73.45,26.34,91.51,-56.94,-0.441,False
3594,강남역,2,21.75,60,2025-11-15 13:41:55.197672,2025-11-15,13,41,5,Saturday,True,점심,False,LOW,1,66.2,35.17,34.57,-12.82,-0.96,False
8530,강남역,2,6.52,21,2025-11-15 14:37:55.197672,2025-11-15,14,37,5,Saturday,True,평시,False,LOW,1,50.12,41.19,21.75,-15.23,-1.577,False
7554,강남역,2,9.63,29,2025-11-15 14:44:55.197672,2025-11-15,14,44,5,Saturday,True,평시,False,LOW,1,32.8,34.64,6.52,3.11,-1.451,False
3488,강남역,2,12.82,37,2025-11-15 15:07:55.197672,2025-11-15,15,7,5,Saturday,True,평시,False,LOW,1,17.06,11.32,9.63,3.19,-1.322,False
9446,강남역,2,15.55,41,2025-11-15 15:56:55.197672,2025-11-15,15,56,5,Saturday,True,평시,False,LOW,1,13.25,5.83,12.82,2.73,-1.212,False
1669,강남역,2,13.42,34,2025-11-15 16:08:55.197672,2025-11-15,16,8,5,Saturday,True,평시,False,LOW,1,11.59,3.54,15.55,-2.13,-1.298,False
8173,강남역,2,40.55,115,2025-11-15 19:05:55.197672,2025-11-15,19,5,5,Saturday,True,퇴근,True,MEDIUM,2,18.39,12.57,13.42,27.13,-0.199,False
7460,강남역,2,41.97,112,2025-11-15 19:34:55.197672,2025-11-15,19,34,5,Saturday,True,퇴근,True,MEDIUM,2,24.86,15.01,40.55,1.42,-0.141,False
177,강남역,2,49.42,143,2025-11-15 19:48:55.197672,2025-11-15,19,48,5,Saturday,True,퇴근,True,MEDIUM,2,32.18,16.52,41.97,7.45,0.161,False
2047,강남역,2,98.21,318,2025-11-15 20:07:55.197672,2025-11-15,20,7,5,Saturday,True,퇴근,True,VERY_HIGH,4,48.71,30.86,49.42,48.79,2.137,True
9781,강남역,2,85.14,257,2025-11-15 20:13:55.197672,2025-11-15,20,13,5,Saturday,True,퇴근,True,VERY_HIGH,4,63.06,26.74,98.21,-13.07,1.608,False
3544,강남역,2,80.33,264,2025-11-15 20:17:55.197672,2025-11-15,20,17,5,Saturday,True,퇴근,True,VERY_HIGH,4,71.01,24.17,85.14,-4.81,1.413,False
713,강남역,2,92.42,300,2025-11-15 22:16:55.197672,2025-11-15,22,16,5,Saturday,True,평시,False,VERY_HIGH,4,81.1,18.98,80.33,12.09,1.903,False
2341,강남역,2,60.21,207,2025-11-15 23:06:55.197672,2025-11-15,23,6,5,Saturday,True,평시,False,HIGH,3,83.26,14.58,92.42,-32.21,0.598,False
8011,강남역,2,53.48,154,2025-11-15 23:41:55.197672,2025-11-15,23,41,5,Saturday,True,평시,False,HIGH,3,74.32,16.69,60.21,-6.73,0.325,False
4250,강남역,2,69.29,242,2025-11-16 03:30:55.197672,2025-11-16,3,30,6,Sunday,True,심야,False,HIGH,3,71.15,15.59,53.48,15.81,0.966,False
3051,강남역,2,44.45,129,2025-11-16 06:41:55.197672,2025-11-16,6,41,6,Sunday,True,평시,False,MEDIUM,2,63.97,18.32,69.29,-24.84,-0.041,False
6535,강남역,2,47.21,132,2025-11-16 06:56:55.197672,2025-11-16,6,56,6,Sunday,True,평시,False,MEDIUM,2,54.93,10.07,44.45,2.76,0.071,False
815,강남역,2,86.6,297,2025-11-16 07:30:55.197672,2025-11-16,7,30,6,Sunday,True,출근,True,VERY_HIGH,4,60.21,17.62,47.21,39.39,1.667,False
2718,강남역,2,89.26,227,2025-11-16 08:36:55.197672,2025-11-16,8,36,6,Sunday,True,출근,True,VERY_HIGH,4,67.36,21.12,86.6,2.66,1.775,False
5636,강남역,2,85.33,250,2025-11-16 09:23:55.197672,2025-11-16,9,23,6,Sunday,True,출근,True,VERY_HIGH,4,70.57,22.65,89.26,-3.93,1.616,False
6781,강남역,2,42.25,126,2025-11-16 10:06:55.197672,2025-11-16,10,6,6,Sunday,True,평시,False,MEDIUM,2,70.13,23.3,85.33,-43.08,-0.13,False
993,강남역,2,8.88,25,2025-11-16 15:08:55.197672,2025-11-16,15,8,6,Sunday,True,평시,False,LOW,1,62.46,35.72,42.25,-33.37,-1.482,False
4003,강남역,2,9.9,30,2025-11-16 16:52:55.197672,2025-11-16,16,52,6,Sunday,True,평시,False,LOW,1,47.12,39.07,8.88,1.02,-1.44,False
7713,강남역,2,60.64,187,2025-11-16 17:24:55.197672,2025-11-16,17,24,6,Sunday,True,평시,False,HIGH,3,41.4,32.98,9.9,50.74,0.615,False
9412,강남역,2,48.83,145,2025-11-16 19:12:55.197672,2025-11-16,19,12,6,Sunday,True,퇴근,True,MEDIUM,2,34.1,23.5,60.64,-11.81,0.137,False
7664,강남역,2,55.86,174,2025-11-16 23:40:55.197672,2025-11-16,23,40,6,Sunday,True,평시,False,HIGH,3,36.82,25.39,48.83,7.03,0.422,False
9868,강남역,2,39.96,110,2025-11-17 00:29:55.197672,2025-11-17,0,29,0,Monday,False,심야,False,MEDIUM,2,43.04,20.1,55.86,-15.9,-0.223,False
1557,강남역,2,50.92,140,2025-11-17 00:40:55.197672,2025-11-17,0,40,0,Monday,False,심야,False,HIGH,3,51.24,7.79,39.96,10.96,0.221,False
9421,강남역,2,59.07,198,2025-11-17 01:19:55.197672,2025-11-17,1,19,0,Monday,False,심야,False,HIGH,3,50.93,7.34,50.92,8.15,0.552,False
8987,강남역,2,56.0,182,2025-11-17 01:23:55.197672,2025-11-17,1,23,0,Monday,False,심야,False,HIGH,3,52.36,7.52,59.07,-3.07,0.427,False
4044,강남역,2,49.4,149,2025-11-17 02:51:55.197672,2025-11-17,2,51,0,Monday,False,심야,False,MEDIUM,2,51.07,7.32,56.0,-6.6,0.16,False
3352,강남역,2,54.99,181,2025-11-17 02:58:55.197672,2025-11-17,2,58,0,Monday,False,심야,False,HIGH,3,54.08,3.91,49.4,5.59,0.386,False
9099,강남역,2,57.41,164,2025-11-17 04:23:55.197672,2025-11-17,4,23,0,Monday,False,심야,False,HIGH,3,55.37,3.68,54.99,2.42,0.484,False
1532,강남역,2,66.94,180,2025-11-17 04:48:55.197672,2025-11-17,4,48,0,Monday,False,심야,False,HIGH,3,56.95,6.36,57.41,9.53,0.871,False
4146,강남역,2,60.89,167,2025-11-17 04:53:55.197672,2025-11-17,4,53,0,Monday,False,심야,False,HIGH,3,57.93,6.55,66.94,-6.05,0.625,False
5374,강남역,2,47.37,143,2025-11-17 05:07:55.197672,2025-11-17,5,7,0,Monday,False,심야,False,MEDIUM,2,57.52,7.24,60.89,-13.52,0.078,False
7783,강남역,2,57.34,184,2025-11-17 06:50:55.197672,2025-11-17,6,50,0,Monday,False,평시,False,HIGH,3,57.99,7.11,47.37,9.97,0.482,False
6874,강남역,2,42.9,122,2025-11-17 10:54:55.197672,2025-11-17,10,54,0,Monday,False,평시,False,MEDIUM,2,55.09,9.84,57.34,-14.44,-0.103,False
2880,강남역,2,21.43,57,2025-11-17 11:18:55.197672,2025-11-17,11,18,0,Monday,False,평시,False,LOW,1,45.99,15.54,42.9,-21.47,-0.973,False
3444,강남역,2,19.01,51,2025-11-17 12:16:55.197672,2025-11-17,12,16,0,Monday,False,점심,False,LOW,1,37.61,16.74,21.43,-2.42,-1.071,False
3942,강남역,2,8.66,26,2025-11-17 12:50:55.197672,2025-11-17,12,50,0,Monday,False,점심,False,LOW,1,29.87,19.77,19.01,-10.35,-1.491,False
7875,강남역,2,16.8,56,2025-11-17 13:42:55.197672,2025-11-17,13,42,0,Monday,False,점심,False,LOW,1,21.76,12.76,8.66,8.14,-1.161,False
5128,강남역,2,18.12,47,2025-11-17 14:08:55.197672,2025-11-17,14,8,0,Monday,False,평시,False,LOW,1,16.8,4.86,16.8,1.32,-1.107,False
4612,강남역,2,7.52,19,2025-11-17 16:27:55.197672,2025-11-17,16,27,0,Monday,False,평시,False,LOW,1,14.02,5.49,18.12,-10.6,-1.537,False
8396,강남역,2,39.78,105,2025-11-17 17:15:55.197672,2025-11-17,17,15,0,Monday,False,평시,False,MEDIUM,2,18.18,12.97,7.52,32.26,-0.23,False
1337,강남역,2,50.71,164,2025-11-17 18:18:55.197672,2025-11-17,18,18,0,Monday,False,퇴근,True,HIGH,3,26.59,17.94,39.78,10.93,0.213,False
3653,강남역,2,35.79,97,2025-11-17 18:31:55.197672,2025-11-17,18,31,0,Monday,False,퇴근,True,MEDIUM,2,30.38,17.35,50.71,-14.92,-0.392,False
1935,강남역,2,86.0,227,2025-11-17 22:19:55.197672,2025-11-17,22,19,0,Monday,False,평시,False,VERY_HIGH,4,43.96,28.39,35.79,50.21,1.643,False
5870,강남역,2,55.34,179,2025-11-17 23:57:55.197672,2025-11-17,23,57,0,Monday,False,평시,False,HIGH,3,53.52,19.81,86.0,-30.66,0.401,False
2426,강남역,2,47.99,120,2025-11-18 02:56:55.197672,2025-11-18,2,56,1,Tuesday,False,심야,False,MEDIUM,2,55.17,18.69,55.34,-7.35,0.103,False
9361,강남역,2,63.22,191,2025-11-18 03:47:55.197672,2025-11-18,3,47,1,Tuesday,False,심야,False,HIGH,3,57.67,18.78,47.99,15.23,0.72,False
8918,강남역,2,94.81,320,2025-11-18 07:38:55.197672,2025-11-18,7,38,1,Tuesday,False,출근,True,VERY_HIGH,4,69.47,20.1,63.22,31.59,2.0,False
2989,강남역,2,78.38,243,2025-11-18 08:52:55.197672,2025-11-18,8,52,1,Tuesday,False,출근,True,VERY_HIGH,4,67.95,18.78,94.81,-16.43,1.334,False
550,강남역,2,76.9,226,2025-11-18 10:00:55.197672,2025-11-18,10,0,1,Tuesday,False,평시,False,VERY_HIGH,4,72.26,17.59,78.38,-1.48,1.274,False
8656,강남역,2,47.68,137,2025-11-18 10:40:55.197672,2025-11-18,10,40,1,Tuesday,False,평시,False,MEDIUM,2,72.2,17.7,76.9,-29.22,0.09,False
5322,강남역,2,14.92,51,2025-11-18 15:04:55.197672,2025-11-18,15,4,1,Tuesday,False,평시,False,LOW,1,62.54,31.57,47.68,-32.76,-1.237,False
7219,강남역,2,10.36,34,2025-11-18 15:08:55.197672,2025-11-18,15,8,1,Tuesday,False,평시,False,LOW,1,45.65,32.56,14.92,-4.56,-1.422,False
7714,강남역,2,18.19,55,2025-11-18 16:08:55.197672,2025-11-18,16,8,1,Tuesday,False,평시,False,LOW,1,33.61,28.28,10.36,7.83,-1.105,False
1643,강남역,2,19.86,66,2025-11-18 16:32:55.197672,2025-11-18,16,32,1,Tuesday,False,평시,False,LOW,1,22.2,14.7,18.19,1.67,-1.037,False
9939,강남역,2,38.48,108,2025-11-18 18:48:55.197672,2025-11-18,18,48,1,Tuesday,False,퇴근,True,MEDIUM,2,20.36,10.76,19.86,18.62,-0.283,False
6590,강남역,2,95.81,251,2025-11-18 20:09:55.197672,2025-11-18,20,9,1,Tuesday,False,퇴근,True,VERY_HIGH,4,36.54,34.7,38.48,57.33,2.04,True
3484,강남역,2,73.4,225,2025-11-18 21:00:55.197672,2025-11-18,21,0,1,Tuesday,False,평시,False,VERY_HIGH,4,49.15,34.26,95.81,-22.41,1.132,False
7890,강남역,2,69.03,173,2025-11-18 22:16:55.197672,2025-11-18,22,16,1,Tuesday,False,평시,False,HIGH,3,59.32,30.06,73.4,-4.37,0.955,False
3287,강남역,2,49.21,143,2025-11-19 00:05:55.197672,2025-11-19,0,5,2,Wednesday,False,심야,False,MEDIUM,2,65.19,22.3,69.03,-19.82,0.152,False
6998,강남역,2,48.72,169,2025-11-19 00:23:55.197672,2025-11-19,0,23,2,Wednesday,False,심야,False,MEDIUM,2,67.23,19.53,49.21,-0.49,0.132,False
150,강남역,2,58.39,200,2025-11-19 03:52:55.197672,2025-11-19,3,52,2,Wednesday,False,심야,False,HIGH,3,59.75,11.26,48.72,9.67,0.524,False
4949,강남역,2,68.82,236,2025-11-19 04:12:55.197672,2025-11-19,4,12,2,Wednesday,False,심야,False,HIGH,3,58.83,9.98,58.39,10.43,0.947,False
7978,강남역,2,59.58,193,2025-11-19 04:41:55.197672,2025-11-19,4,41,2,Wednesday,False,심야,False,HIGH,3,56.94,8.33,68.82,-9.24,0.572,False
1917,강남역,2,54.38,162,2025-11-19 05:15:55.197672,2025-11-19,5,15,2,Wednesday,False,심야,False,HIGH,3,57.98,7.4,59.58,-5.2,0.362,False
1619,강남역,2,50.04,149,2025-11-19 06:01:55.197672,2025-11-19,6,1,2,Wednesday,False,평시,False,HIGH,3,58.24,7.0,54.38,-4.34,0.186,False
8967,강남역,2,35.87,113,2025-11-19 06:01:55.197672,2025-11-19,6,1,2,Wednesday,False,평시,False,MEDIUM,2,53.74,12.2,50.04,-14.17,-0.388,False
3604,강남역,2,48.35,166,2025-11-19 07:01:55.197672,2025-11-19,7,1,2,Wednesday,False,출근,True,MEDIUM,2,49.64,8.84,35.87,12.48,0.117,False
6584,강남역,2,98.54,341,2025-11-19 07:46:55.197672,2025-11-19,7,46,2,Wednesday,False,출근,True,VERY_HIGH,4,57.44,23.99,48.35,50.19,2.151,True
8513,강남역,2,95.72,334,2025-11-19 08:28:55.197672,2025-11-19,8,28,2,Wednesday,False,출근,True,VERY_HIGH,4,65.7,29.22,98.54,-2.82,2.037,True
1312,강남역,2,53.05,183,2025-11-19 10:12:55.197672,2025-11-19,10,12,2,Wednesday,False,평시,False,HIGH,3,66.31,28.85,95.72,-42.67,0.308,False
3090,강남역,2,40.93,122,2025-11-19 10:17:55.197672,2025-11-19,10,17,2,Wednesday,False,평시,False,MEDIUM,2,67.32,27.57,53.05,-12.12,-0.183,False
9300,강남역,2,16.66,57,2025-11-19 11:52:55.197672,2025-11-19,11,52,2,Wednesday,False,평시,False,LOW,1,60.98,35.52,40.93,-24.27,-1.167,False
8508,강남역,2,60.6,165,2025-11-19 17:34:55.197672,2025-11-19,17,34,2,Wednesday,False,평시,False,HIGH,3,53.39,28.93,16.66,43.94,0.614,False
4547,강남역,2,52.43,135,2025-11-19 19:05:55.197672,2025-11-19,19,5,2,Wednesday,False,퇴근,True,HIGH,3,44.73,17.2,60.6,-8.17,0.283,False
2962,강남역,2,72.17,211,2025-11-19 20:45:55.197672,2025-11-19,20,45,2,Wednesday,False,퇴근,True,VERY_HIGH,4,48.56,21.17,52.43,19.74,1.082,False
3362,강남역,2,97.74,311,2025-11-19 21:02:55.197672,2025-11-19,21,2,2,Wednesday,False,평시,False,VERY_HIGH,4,59.92,29.62,72.17,25.57,2.118,True
1977,강남역,2,92.45,288,2025-11-19 22:40:55.197672,2025-11-19,22,40,2,Wednesday,False,평시,False,VERY_HIGH,4,75.08,19.66,97.74,-5.29,1.904,False
3596,강남역,2,56.11,169,2025-11-20 02:45:55.197672,2025-11-20,2,45,3,Thursday,False,심야,False,HIGH,3,74.18,20.57,92.45,-36.34,0.432,False
3675,강남역,2,56.49,170,2025-11-20 03:22:55.197672,2025-11-20,3,22,3,Thursday,False,심야,False,HIGH,3,74.99,19.55,56.11,0.38,0.447,False
7418,강남역,2,58.42,204,2025-11-20 04:54:55.197672,2025-11-20,4,54,3,Thursday,False,심야,False,HIGH,3,72.24,20.96,56.49,1.93,0.525,False
7323,강남역,2,50.57,142,2025-11-20 05:03:55.197672,2025-11-20,5,3,3,Thursday,False,심야,False,HIGH,3,62.81,16.83,58.42,-7.85,0.207,False
888,강남역,2,50.49,127,2025-11-20 06:56:55.197672,2025-11-20,6,56,3,Thursday,False,평시,False,HIGH,3,54.42,3.65,50.57,-0.08,0.204,False
1038,강남역,2,78.57,274,2025-11-20 07:03:55.197672,2025-11-20,7,3,3,Thursday,False,출근,True,VERY_HIGH,4,58.91,11.54,50.49,28.08,1.342,False
4848,강남역,2,100.0,334,2025-11-20 08:37:55.197672,2025-11-20,8,37,3,Thursday,False,출근,True,VERY_HIGH,4,67.61,21.43,78.57,21.43,2.21,True
3849,강남역,2,85.15,257,2025-11-20 08:47:55.197672,2025-11-20,8,47,3,Thursday,False,출근,True,VERY_HIGH,4,72.96,21.89,100.0,-14.85,1.608,False
2405,강남역,2,9.72,27,2025-11-20 11:43:55.197672,2025-11-20,11,43,3,Thursday,False,평시,False,LOW,1,64.79,35.64,85.15,-75.43,-1.448,False
